Date,Open,High,Low,Close,Adj Close,Volume
1996-01-02,6.0625,6.125,6.03125,6.09375,5.1027631759643555,579600
1996-01-03,6.125,6.125,5.875,5.96875,4.998090744018555,1148000
1996-01-04,5.96875,6.0625,5.9375,5.96875,4.998090744018555,1644000
1996-01-05,5.9375,6.09375,5.9375,6.0625,5.076594829559326,680800
1996-01-08,6.0625,6.125,6.0625,6.125,5.12893009185791,779200
1996-01-09,6.15625,6.15625,5.9375,6.0,5.024257659912109,948400
1996-01-10,6.0,6.03125,5.84375,5.96875,4.998090744018555,516400
1996-01-11,5.8125,5.8125,5.6875,5.78125,4.847174644470215,1618400
1996-01-12,5.75,5.8125,5.75,5.8125,4.873373508453369,555200
1996-01-15,5.875,5.875,5.75,5.75,4.820976257324219,1159200
1996-01-16,5.75,5.8125,5.71875,5.75,4.820976257324219,1683200
1996-01-17,5.75,5.78125,5.59375,5.75,4.820976257324219,2281600
1996-01-18,5.75,5.78125,5.71875,5.78125,4.847174644470215,504000
1996-01-19,5.8125,5.84375,5.75,5.75,4.820976257324219,803200
1996-01-22,5.78125,5.875,5.78125,5.875,4.925777912139893,545600
1996-01-23,5.84375,5.90625,5.78125,5.78125,4.847174644470215,426400
1996-01-24,5.8125,5.96875,5.78125,5.875,4.925777912139893,539600
1996-01-25,5.875,5.96875,5.875,5.9375,4.978177070617676,693600
1996-01-26,5.90625,5.90625,5.875,5.875,4.925777912139893,1880000
1996-01-29,5.90625,6.0,5.875,6.0,5.030577182769775,1636800
1996-01-30,6.0,6.03125,5.96875,6.03125,5.0567827224731445,970800
1996-01-31,6.03125,6.125,5.96875,6.09375,5.109182357788086,650000
1996-02-01,6.125,6.3125,6.125,6.21875,5.213988304138184,2182400
1996-02-02,6.15625,6.25,6.125,6.15625,5.161584377288818,1204000
1996-02-05,6.09375,6.15625,6.0625,6.09375,5.109182357788086,923200
1996-02-06,6.09375,6.125,6.03125,6.03125,5.0567827224731445,938400
1996-02-07,6.09375,6.15625,6.0625,6.125,5.135383605957031,838800
1996-02-08,6.125,6.25,6.125,6.1875,5.187788009643555,705600
1996-02-09,6.1875,6.28125,6.125,6.25,5.240187644958496,1770400
1996-02-12,6.25,6.65625,6.15625,6.53125,5.475995063781738,4923200
1996-02-13,6.59375,6.59375,6.25,6.34375,5.318791389465332,3442800
1996-02-14,6.375,6.625,6.375,6.5625,5.502198219299316,1570000
1996-02-15,6.53125,6.9375,6.53125,6.90625,5.790407180786133,1637600
1996-02-16,7.125,7.125,6.65625,6.75,5.6594038009643555,2182000
1996-02-20,6.625,6.71875,6.5625,6.625,5.554599285125732,421200
1996-02-21,6.5625,6.71875,6.53125,6.71875,5.633203983306885,1553600
